TimeGMT,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC
12:20 AM,6.0,5.0,93,1021,7.0,NE,11.1,-,N/A,Rain,Rain,50,2011-01-18 00:20:00
12:50 AM,6.0,5.0,93,1021,7.0,NE,11.1,-,N/A,Rain,Rain,50,2011-01-18 00:50:00
1:20 AM,6.0,4.0,87,1021,9.0,NE,13.0,-,N/A,Rain,Rain,50,2011-01-18 01:20:00
1:50 AM,5.0,4.0,93,1021,9.0,NNE,13.0,-,N/A,Rain,Rain,20,2011-01-18 01:50:00
2:20 AM,5.0,3.0,87,1021,9.0,North,13.0,-,N/A,Rain,Rain,10,2011-01-18 02:20:00
2:50 AM,5.0,3.0,87,1021,10.0,NNE,13.0,-,N/A,Rain,Rain,20,2011-01-18 02:50:00
3:20 AM,5.0,3.0,87,1022,10.0,NNE,13.0,-,N/A,Rain,Rain,20,2011-01-18 03:20:00
3:50 AM,4.0,3.0,93,1022,10.0,NNE,13.0,-,N/A,Rain,Rain,20,2011-01-18 03:50:00
4:20 AM,4.0,3.0,93,1022,10.0,North,7.4,-,N/A,Rain,Light Rain,360,2011-01-18 04:20:00
4:50 AM,5.0,3.0,87,1023,10.0,North,7.4,-,N/A,Rain,Light Rain,10,2011-01-18 04:50:00
5:20 AM,5.0,3.0,87,1023,10.0,Variable,5.6,-,N/A,Rain,Light Rain,0,2011-01-18 05:20:00
5:50 AM,5,4,90,1024,25,North,9.3,,,Rain,Rain,350,2011-01-18 05:50:00
5:50 AM,5.0,4.0,93,1023,10.0,North,7.4,-,N/A,Rain,Light Rain,350,2011-01-18 05:50:00
6:20 AM,5.0,4.0,93,1023,10.0,North,7.4,-,N/A,,Mostly Cloudy,360,2011-01-18 06:20:00
6:50 AM,4.0,3.0,93,1024,10.0,WNW,7.4,-,N/A,,Scattered Clouds,300,2011-01-18 06:50:00
7:20 AM,4.0,3.0,93,1024,10.0,NW,9.3,-,N/A,,Partly Cloudy,310,2011-01-18 07:20:00
