47127,2011-01-10 09:43:00,MINI FUNKY DESIGN TAPES,2,0.81,-9999.0
47128,2011-01-10 09:43:00,COLOURING PENCILS BROWN TUBE,1,0.81,-9999.0
47129,2011-01-10 09:43:00,COLOURING PENCILS BROWN TUBE,13,1.28,-9999.0
47130,2011-01-10 09:43:00,ASSTD DESIGN RACING CAR PEN,1,3.36,-9999.0
47131,2011-01-10 09:43:00,RATTLE SNAKE EGGS,2,0.85,-9999.0
47132,2011-01-10 09:43:00,ORIGAMI JASMINE INCENSECANDLE SET,1,2.51,-9999.0
47133,2011-01-10 09:43:00,ORIGAMI LAVENDER INCENSECANDL SET ,2,2.51,-9999.0
47134,2011-01-10 09:43:00,DRAGONS BLOOD INCENSE,2,0.43,-9999.0
47135,2011-01-10 09:43:00,BLUE POLKADOT PASSPORT COVER,2,1.66,-9999.0
47136,2011-01-10 09:43:00,QUEEN OF THE SKIES PASSPORT COVER ,1,1.66,-9999.0
47137,2011-01-10 09:43:00,TROPICAL PASSPORT COVER ,1,1.66,-9999.0
47138,2011-01-10 09:43:00,VIPPASSPORT COVER ,2,1.66,-9999.0
47139,2011-01-10 09:43:00,BLUE POLKADOT LUGGAGE TAG ,11,0.85,-9999.0
47140,2011-01-10 09:43:00,FIRST CLASS LUGGAGE TAG ,1,0.85,-9999.0
47141,2011-01-10 09:43:00,ECONOMY LUGGAGE TAG,2,0.85,-9999.0
47142,2011-01-10 09:43:00,FIRST CLASS HOLIDAY PURSE ,1,2.51,-9999.0
47143,2011-01-10 09:43:00,QUEEN OF THE SKIES HOLIDAY PURSE ,1,2.51,-9999.0
47144,2011-01-10 09:43:00,MOUSEY LONG LEGS SOFT TOY,3,2.51,-9999.0
47145,2011-01-10 09:43:00,JUMBO BAG WOODLAND ANIMALS,1,4.21,-9999.0
47146,2011-01-10 09:43:00,JUMBO BAG OWLS,3,4.21,-9999.0
47147,2011-01-10 09:43:00,STRAWBERRY SHOPPER BAG,30,0.85,-9999.0
47148,2011-01-10 09:43:00,RED RETROSPOT SHOPPER BAG,5,2.51,-9999.0
47149,2011-01-10 09:43:00,WOODLAND CHARLOTTE BAG,1,1.66,-9999.0
47150,2011-01-10 09:43:00,STRAWBERRY CHARLOTTE BAG,2,1.66,-9999.0
47151,2011-01-10 09:43:00,RED RETROSPOT CHARLOTTE BAG,4,1.66,-9999.0
47152,2011-01-10 09:43:00,LUNCH BAG BLACK SKULL,1,4.21,-9999.0
47153,2011-01-10 09:43:00,GOLD MINI TAPE MEASURE ,2,0.85,-9999.0
47154,2011-01-10 09:43:00,LARGE PINK GLASS SUNDAE DISH,24,2.51,-9999.0
47155,2011-01-10 09:43:00,RED FLOCK LOVE HEART PHOTO FRAME,2,0.81,-9999.0
47156,2011-01-10 09:43:00,BLUE PATCH PURSE PINK HEART,8,1.66,-9999.0
47157,2011-01-10 09:43:00,DENIM PATCH PURSE PINK BUTTERFLY,3,1.66,-9999.0
47158,2011-01-10 09:43:00,BLUE ROSE FABRIC MIRROR,9,0.85,-9999.0
47159,2011-01-10 09:43:00,PINK ROSE FABRIC MIRROR,6,0.85,-9999.0
47160,2011-01-10 09:43:00,SILVER FABRIC MIRROR,1,0.85,-9999.0
47161,2011-01-10 09:43:00,GOLD FABRIC MIRROR,2,0.85,-9999.0
47162,2011-01-10 09:43:00,APPLE BATH SPONGE,1,2.51,-9999.0
47163,2011-01-10 09:43:00,PINK BLUE FELT CRAFT TRINKET BOX,1,2.51,-9999.0
47164,2011-01-10 09:43:00,ROSE DU SUD DRAWSTRING BAG,1,3.36,-9999.0
47165,2011-01-10 09:43:00,SPACE FROG,1,0.85,-9999.0
47166,2011-01-10 09:43:00,SPACE OWL,2,0.85,-9999.0
47167,2011-01-10 09:43:00,NINJA RABBIT PINK,5,0.85,-9999.0
47168,2011-01-10 09:43:00,NINJA RABBIT BLACK,2,0.85,-9999.0
47169,2011-01-10 09:43:00,SPACE CADET RED,1,0.85,-9999.0
47170,2011-01-10 09:43:00,SPACE CADET BLACK,1,0.85,-9999.0
47171,2011-01-10 09:43:00,JUMBO BAG CHARLIE AND LOLA TOYS,14,2.51,-9999.0
47172,2011-01-10 09:43:00,SET2 RED RETROSPOT TEA TOWELS ,1,5.91,-9999.0
47173,2011-01-10 09:43:00,RED RETROSPOT OVEN GLOVE DOUBLE,1,5.91,-9999.0
47174,2011-01-10 09:43:00,APRON MODERN VINTAGE COTTON,1,4.21,-9999.0
47175,2011-01-10 09:43:00,RIBBONS PURSE ,6,1.66,-9999.0
47176,2011-01-10 09:43:00,BOOM BOX SPEAKER GIRLS,1,3.36,-9999.0
47177,2011-01-10 09:43:00,SET20 STRAWBERRY PAPER NAPKINS ,1,1.66,-9999.0
47178,2011-01-10 09:43:00,CHRISTMAS TOILET ROLL,2,2.51,-9999.0
47179,2011-01-10 09:43:00,LARGE CAKE TOWEL CHOCOLATE SPOTS,8,4.21,-9999.0
47180,2011-01-10 09:43:00,LARGE CAKE TOWEL PINK SPOTS,30,4.21,-9999.0
